Participant,Question,Scores
169,OIRB2B,The user was not able to hear the device
169,OIRB2B_4_TEXT,
169,OIRB3A,4
169,OIRB3B,The user did not understand the device
169,OIRB3B_4_TEXT,
169,OIRB4A,4
169,OIRB4B,The user did not understand the device
169,OIRB4B_4_TEXT,
169,OIRB5A,4
169,OIRB5B,The user did not understand the device
169,OIRB5B_4_TEXT,
169,RFCA1A,1
169,RFCA2A,1
169,RFCA3A,5
169,RFCA4A,5
169,RFCA5A,5
169,RFCB1A,1
169,RFCB2A,1
169,RFCB3A,1
169,RFCB4A,3
169,RFCB5A,4
169,RFCC1A,1
169,RFCC2A,4
169,RFCC3A,4
169,RFCC4A,4
169,RFCC5A,4
169,RFCD1A,1
169,RFCD2A,3
169,RFCD3A,3
169,RFCD4A,3
169,RFCD5A,3
169,FEEDBK,Nothing to add 
170,DEM1,Yes
170,DEM2,45-54 years old
170,ATTN,Yes
170,EXP1,Yes
170,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
170,EXP1A_4_TEXT,NA
170,EXP2,No
170,EXP3,No
170,OIRA1A,4
170,OIRA1B,The user did not understand the device
170,OIRA1B_4_TEXT,
170,OIRA2A,5
170,OIRA2B,The user did not understand the device
170,OIRA2B_4_TEXT,
170,OIRA3A,5
170,OIRA3B,The user was confused by the device's response
170,OIRA3B_4_TEXT,
170,OIRA4A,5
170,OIRA4B,The user did not understand the device
170,OIRA4B_4_TEXT,
170,OIRA5A,5
170,OIRA5B,The user did not understand the device
170,OIRA5B_4_TEXT,
170,OIRB1A,4
170,OIRB1B,The user did not understand the device
170,OIRB1B_4_TEXT,
170,OIRB2A,5
170,OIRB2B,The user did not understand the device
170,OIRB2B_4_TEXT,
170,OIRB3A,5
170,OIRB3B,The user did not understand the device
170,OIRB3B_4_TEXT,
170,OIRB4A,5
170,OIRB4B,The user was confused by the device's response
170,OIRB4B_4_TEXT,
170,OIRB5A,4
170,OIRB5B,The user was confused by the device's response
170,OIRB5B_4_TEXT,
170,RFCA1A,3
170,RFCA2A,3
170,RFCA3A,5
170,RFCA4A,3
170,RFCA5A,5
170,RFCB1A,3
170,RFCB2A,3
170,RFCB3A,5
170,RFCB4A,4
170,RFCB5A,4
170,RFCC1A,3
170,RFCC2A,3
170,RFCC3A,5
170,RFCC4A,3
170,RFCC5A,4
170,RFCD1A,3
170,RFCD2A,3
170,RFCD3A,5
170,RFCD4A,4
170,RFCD5A,3
170,FEEDBK,thank you
171,DEM1,Yes
171,DEM2,45-54 years old
171,ATTN,Yes
171,EXP1,No
171,EXP1A,
171,EXP1A_4_TEXT,NA
171,EXP2,No
171,EXP3,No
171,OIRA1A,4
171,OIRA1B,The user was confused by the device's response
171,OIRA1B_4_TEXT,
171,OIRA2A,4
171,OIRA2B,The user was confused by the device's response
171,OIRA2B_4_TEXT,
171,OIRA3A,4
171,OIRA3B,The user was confused by the device's response
171,OIRA3B_4_TEXT,
171,OIRA4A,4
171,OIRA4B,The user was confused by the device's response
171,OIRA4B_4_TEXT,
171,OIRA5A,2
171,OIRA5B,Other (if other, please describe):
171,OIRA5B_4_TEXT,not sure- should not have been a lack of understanding
171,OIRB1A,2
171,OIRB1B,The user was confused by the device's response
171,OIRB1B_4_TEXT,
171,OIRB2A,4
171,OIRB2B,The user was confused by the device's response
171,OIRB2B_4_TEXT,
171,OIRB3A,2
171,OIRB3B,The user was confused by the device's response
171,OIRB3B_4_TEXT,
171,OIRB4A,2
171,OIRB4B,The user was confused by the device's response
171,OIRB4B_4_TEXT,
171,OIRB5A,1
171,OIRB5B,Other (if other, please describe):
171,OIRB5B_4_TEXT,again, there should not have been a misunderstanding about that exchange
171,RFCA1A,1
171,RFCA2A,4
171,RFCA3A,5
171,RFCA4A,4
171,RFCA5A,5
171,RFCB1A,1
171,RFCB2A,4
171,RFCB3A,2
171,RFCB4A,2
171,RFCB5A,2
171,RFCC1A,1
171,RFCC2A,2
171,RFCC3A,3
171,RFCC4A,2
171,RFCC5A,2
171,RFCD1A,1
171,RFCD2A,2
171,RFCD3A,3
171,RFCD4A,2
171,RFCD5A,2
171,FEEDBK,n/a
172,DEM1,Yes
172,DEM2,45-54 years old
172,ATTN,Yes
172,EXP1,Yes
172,EXP1A,Tablet
172,EXP1A_4_TEXT,NA
172,EXP2,No
172,EXP3,No
172,OIRA1A,4
172,OIRA1B,The user was confused by the device's response
172,OIRA1B_4_TEXT,
172,OIRA2A,4
172,OIRA2B,The user did not understand the device
172,OIRA2B_4_TEXT,
172,OIRA3A,4
172,OIRA3B,The user was confused by the device's response
172,OIRA3B_4_TEXT,
172,OIRA4A,4
172,OIRA4B,The user was not able to hear the device
172,OIRA4B_4_TEXT,
172,OIRA5A,4
172,OIRA5B,The user was not able to hear the device
172,OIRA5B_4_TEXT,
172,OIRB1A,4
172,OIRB1B,The user did not understand the device
172,OIRB1B_4_TEXT,
172,OIRB2A,4
172,OIRB2B,The user was not able to hear the device
172,OIRB2B_4_TEXT,
172,OIRB3A,2
172,OIRB3B,The user was confused by the device's response
172,OIRB3B_4_TEXT,
172,OIRB4A,4
172,OIRB4B,The user was not able to hear the device
172,OIRB4B_4_TEXT,
172,OIRB5A,4
172,OIRB5B,The user was not able to hear the device
172,OIRB5B_4_TEXT,
172,RFCA1A,5
172,RFCA2A,4
172,RFCA3A,5
172,RFCA4A,5
172,RFCA5A,5
172,RFCB1A,2
172,RFCB2A,2
172,RFCB3A,2
172,RFCB4A,2
172,RFCB5A,2
172,RFCC1A,5
172,RFCC2A,3
172,RFCC3A,2
172,RFCC4A,5
172,RFCC5A,5
172,RFCD1A,3
172,RFCD2A,2
172,RFCD3A,5
172,RFCD4A,4
172,RFCD5A,3
172,FEEDBK,None. all was fine. Thanks
173,DEM1,Yes
173,DEM2,55-64 years old
173,ATTN,Yes
173,EXP1,Yes
173,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
173,EXP1A_4_TEXT,NA
173,EXP2,No
173,EXP3,Yes
173,OIRA1A,5
173,OIRA1B,The user was not able to hear the device
173,OIRA1B_4_TEXT,
173,OIRA2A,4
173,OIRA2B,The user was not able to hear the device
173,OIRA2B_4_TEXT,
173,OIRA3A,5
173,OIRA3B,The user did not understand the device
173,OIRA3B_4_TEXT,
173,OIRA4A,5
173,OIRA4B,The user was not able to hear the device
173,OIRA4B_4_TEXT,
173,OIRA5A,5
173,OIRA5B,The user was not able to hear the device
173,OIRA5B_4_TEXT,
173,OIRB1A,5
173,OIRB1B,The user was not able to hear the device
173,OIRB1B_4_TEXT,
173,OIRB2A,5
173,OIRB2B,The user was not able to hear the device
173,OIRB2B_4_TEXT,
173,OIRB3A,5
173,OIRB3B,The user was not able to hear the device
173,OIRB3B_4_TEXT,
173,OIRB4A,5
173,OIRB4B,The user was not able to hear the device
173,OIRB4B_4_TEXT,
173,OIRB5A,5
173,OIRB5B,The user was not able to hear the device
173,OIRB5B_4_TEXT,
173,RFCA1A,4
173,RFCA2A,5
173,RFCA3A,5
173,RFCA4A,5
173,RFCA5A,5
173,RFCB1A,2
173,RFCB2A,3
173,RFCB3A,2
173,RFCB4A,2
173,RFCB5A,2
173,RFCC1A,4
173,RFCC2A,3
173,RFCC3A,3
173,RFCC4A,5
173,RFCC5A,3
173,RFCD1A,3
173,RFCD2A,3
173,RFCD3A,2
173,RFCD4A,2
173,RFCD5A,2
173,FEEDBK,none thanks
174,DEM1,Yes
174,DEM2,35-44 years old
174,ATTN,Yes
174,EXP1,Yes
174,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
174,EXP1A_4_TEXT,NA
174,EXP2,No
174,EXP3,No
174,OIRA1A,2
174,OIRA1B,The user was confused by the device's response
174,OIRA1B_4_TEXT,
174,OIRA2A,2
174,OIRA2B,The user was not able to hear the device
174,OIRA2B_4_TEXT,
174,OIRA3A,2
174,OIRA3B,The user was confused by the device's response
174,OIRA3B_4_TEXT,
174,OIRA4A,1
174,OIRA4B,The user was confused by the device's response
174,OIRA4B_4_TEXT,
174,OIRA5A,3
174,OIRA5B,The user was not able to hear the device
174,OIRA5B_4_TEXT,
174,OIRB1A,5
174,OIRB1B,The user was not able to hear the device
174,OIRB1B_4_TEXT,
174,OIRB2A,4
174,OIRB2B,The user was not able to hear the device
174,OIRB2B_4_TEXT,
174,OIRB3A,4
174,OIRB3B,The user was confused by the device's response
174,OIRB3B_4_TEXT,
174,OIRB4A,2
174,OIRB4B,The user was not able to hear the device
174,OIRB4B_4_TEXT,
174,OIRB5A,1
174,OIRB5B,The user did not understand the device
174,OIRB5B_4_TEXT,
174,RFCA1A,4
174,RFCA2A,4
174,RFCA3A,5
174,RFCA4A,5
174,RFCA5A,5
174,RFCB1A,2
174,RFCB2A,3
174,RFCB3A,2
174,RFCB4A,2
174,RFCB5A,2
174,RFCC1A,3
174,RFCC2A,4
174,RFCC3A,4
174,RFCC4A,3
174,RFCC5A,3
174,RFCD1A,4
174,RFCD2A,4
174,RFCD3A,4
174,RFCD4A,4
174,RFCD5A,4
174,FEEDBK,
175,DEM1,Yes
175,DEM2,55-64 years old
175,ATTN,Yes
175,EXP1,Yes
175,EXP1A,Tablet
175,EXP1A_4_TEXT,NA
175,EXP2,No
175,EXP3,Yes
175,OIRA1A,4
175,OIRA1B,The user did not understand the device
175,OIRA1B_4_TEXT,
175,OIRA2A,4
175,OIRA2B,The user was confused by the device's response
175,OIRA2B_4_TEXT,
175,OIRA3A,4
175,OIRA3B,The user was confused by the device's response
175,OIRA3B_4_TEXT,
175,OIRA4A,4
175,OIRA4B,The user was not able to hear the device
175,OIRA4B_4_TEXT,
175,OIRA5A,4
175,OIRA5B,The user did not understand the device
175,OIRA5B_4_TEXT,
175,OIRB1A,4
175,OIRB1B,The user was not able to hear the device
175,OIRB1B_4_TEXT,
175,OIRB2A,2
175,OIRB2B,The user was confused by the device's response
175,OIRB2B_4_TEXT,
175,OIRB3A,2
175,OIRB3B,The user was confused by the device's response
175,OIRB3B_4_TEXT,
175,OIRB4A,4
175,OIRB4B,The user was confused by the device's response
175,OIRB4B_4_TEXT,
175,OIRB5A,4
175,OIRB5B,The user did not understand the device
175,OIRB5B_4_TEXT,
175,RFCA1A,4
175,RFCA2A,2
175,RFCA3A,4
175,RFCA4A,4
175,RFCA5A,4
175,RFCB1A,2
175,RFCB2A,2
175,RFCB3A,4
175,RFCB4A,2
175,RFCB5A,4
175,RFCC1A,2
175,RFCC2A,2
175,RFCC3A,4
175,RFCC4A,4
175,RFCC5A,4
175,RFCD1A,2
175,RFCD2A,2
175,RFCD3A,4
175,RFCD4A,3
175,RFCD5A,2
175,FEEDBK,None
176,DEM1,Yes
176,DEM2,55-64 years old
176,ATTN,Yes
176,EXP1,Yes
176,EXP1A,Mobile phone
176,EXP1A_4_TEXT,NA
176,EXP2,No
176,EXP3,Yes
176,OIRA1A,5
176,OIRA1B,The user was confused by the device's response
176,OIRA1B_4_TEXT,
176,OIRA2A,5
176,OIRA2B,The user was confused by the device's response
176,OIRA2B_4_TEXT,
176,OIRA3A,4
176,OIRA3B,The user was confused by the device's response
176,OIRA3B_4_TEXT,
176,OIRA4A,5
176,OIRA4B,The user was confused by the device's response
176,OIRA4B_4_TEXT,
176,OIRA5A,4
176,OIRA5B,The user was confused by the device's response
176,OIRA5B_4_TEXT,
176,OIRB1A,5
176,OIRB1B,The user was not able to hear the device
176,OIRB1B_4_TEXT,
176,OIRB2A,4
176,OIRB2B,The user was not able to hear the device
176,OIRB2B_4_TEXT,
176,OIRB3A,4
176,OIRB3B,The user was confused by the device's response
176,OIRB3B_4_TEXT,
176,OIRB4A,5
176,OIRB4B,The user was not able to hear the device
176,OIRB4B_4_TEXT,
176,OIRB5A,4
176,OIRB5B,The user was confused by the device's response
176,OIRB5B_4_TEXT,
176,RFCA1A,5
176,RFCA2A,5
176,RFCA3A,5
176,RFCA4A,5
176,RFCA5A,4
176,RFCB1A,2
176,RFCB2A,3
176,RFCB3A,4
176,RFCB4A,4
176,RFCB5A,2
176,RFCC1A,5
176,RFCC2A,3
176,RFCC3A,5
176,RFCC4A,4
176,RFCC5A,4
176,RFCD1A,4
176,RFCD2A,3
176,RFCD3A,3
176,RFCD4A,3
176,RFCD5A,3
176,FEEDBK,n/a
177,DEM1,Yes
177,DEM2,55-64 years old
177,ATTN,Yes
177,EXP1,Yes
177,EXP1A,Tablet
177,EXP1A_4_TEXT,NA
177,EXP2,No
177,EXP3,No
177,OIRA1A,4
177,OIRA1B,The user was not able to hear the device
177,OIRA1B_4_TEXT,
177,OIRA2A,4
177,OIRA2B,The user was confused by the device's response
177,OIRA2B_4_TEXT,
177,OIRA3A,4
177,OIRA3B,The user was confused by the device's response
177,OIRA3B_4_TEXT,
177,OIRA4A,4
177,OIRA4B,The user was confused by the device's response
177,OIRA4B_4_TEXT,
177,OIRA5A,4
177,OIRA5B,The user was confused by the device's response
177,OIRA5B_4_TEXT,
177,OIRB1A,4
177,OIRB1B,The user was not able to hear the device
177,OIRB1B_4_TEXT,
177,OIRB2A,4
177,OIRB2B,The user was not able to hear the device
177,OIRB2B_4_TEXT,
177,OIRB3A,4
177,OIRB3B,The user did not understand the device
177,OIRB3B_4_TEXT,
177,OIRB4A,4
177,OIRB4B,The user was confused by the device's response
177,OIRB4B_4_TEXT,
177,OIRB5A,2
177,OIRB5B,The user was confused by the device's response
177,OIRB5B_4_TEXT,
177,RFCA1A,5
177,RFCA2A,5
177,RFCA3A,5
177,RFCA4A,4
177,RFCA5A,5
177,RFCB1A,2
177,RFCB2A,3
177,RFCB3A,4
177,RFCB4A,5
177,RFCB5A,4
177,RFCC1A,4
177,RFCC2A,4
177,RFCC3A,2
177,RFCC4A,4
177,RFCC5A,5
177,RFCD1A,4
177,RFCD2A,5
177,RFCD3A,5
177,RFCD4A,5
177,RFCD5A,4
177,FEEDBK,I found stage 1 of the study confusing. I had to think hard to make my choice.
178,DEM1,Yes
178,DEM2,35-44 years old
178,ATTN,Yes
178,EXP1,Yes
178,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
178,EXP1A_4_TEXT,NA
178,EXP2,No
178,EXP3,No
178,OIRA1A,4
178,OIRA1B,The user was not able to hear the device
178,OIRA1B_4_TEXT,
178,OIRA2A,3
178,OIRA2B,The user was not able to hear the device
178,OIRA2B_4_TEXT,
178,OIRA3A,3
178,OIRA3B,The user was confused by the device's response
178,OIRA3B_4_TEXT,
178,OIRA4A,4
178,OIRA4B,The user did not understand the device
178,OIRA4B_4_TEXT,
178,OIRA5A,2
178,OIRA5B,The user did not understand the device
178,OIRA5B_4_TEXT,
178,OIRB1A,4
178,OIRB1B,The user was not able to hear the device
178,OIRB1B_4_TEXT,
178,OIRB2A,3
178,OIRB2B,The user was not able to hear the device
178,OIRB2B_4_TEXT,
178,OIRB3A,2
178,OIRB3B,The user was confused by the device's response
178,OIRB3B_4_TEXT,
178,OIRB4A,4
178,OIRB4B,The user was not able to hear the device
178,OIRB4B_4_TEXT,
178,OIRB5A,2
178,OIRB5B,The user was confused by the device's response
178,OIRB5B_4_TEXT,
178,RFCA1A,2
178,RFCA2A,3
178,RFCA3A,4
178,RFCA4A,4
178,RFCA5A,4
178,RFCB1A,2
178,RFCB2A,2
178,RFCB3A,3
178,RFCB4A,2
178,RFCB5A,2
178,RFCC1A,2
178,RFCC2A,2
178,RFCC3A,4
178,RFCC4A,4
178,RFCC5A,3
178,RFCD1A,2
178,RFCD2A,2
178,RFCD3A,3
178,RFCD4A,2
178,RFCD5A,2
178,FEEDBK,none
179,DEM1,Yes
179,DEM2,35-44 years old
179,ATTN,Yes
179,EXP1,Yes
179,EXP1A,Mobile phone
179,EXP1A_4_TEXT,NA
179,EXP2,Yes
179,EXP3,Yes
179,OIRA1A,4
179,OIRA1B,The user was not able to hear the device
179,OIRA1B_4_TEXT,
179,OIRA2A,4
179,OIRA2B,The user was confused by the device's response
179,OIRA2B_4_TEXT,
179,OIRA3A,4
179,OIRA3B,The user was confused by the device's response
179,OIRA3B_4_TEXT,
179,OIRA4A,4
179,OIRA4B,The user was confused by the device's response
179,OIRA4B_4_TEXT,
179,OIRA5A,2
179,OIRA5B,The user was confused by the device's response
179,OIRA5B_4_TEXT,
179,OIRB1A,5
179,OIRB1B,The user was not able to hear the device
179,OIRB1B_4_TEXT,
179,OIRB2A,4
179,OIRB2B,The user was not able to hear the device
179,OIRB2B_4_TEXT,
179,OIRB3A,4
179,OIRB3B,The user was not able to hear the device
179,OIRB3B_4_TEXT,
179,OIRB4A,5
179,OIRB4B,The user was not able to hear the device
179,OIRB4B_4_TEXT,
179,OIRB5A,2
179,OIRB5B,The user was confused by the device's response
179,OIRB5B_4_TEXT,
179,RFCA1A,2
179,RFCA2A,4
179,RFCA3A,5
179,RFCA4A,5
179,RFCA5A,5
179,RFCB1A,2
179,RFCB2A,3
179,RFCB3A,4
179,RFCB4A,4
179,RFCB5A,2
179,RFCC1A,2
179,RFCC2A,3
179,RFCC3A,5
179,RFCC4A,4
179,RFCC5A,4
179,RFCD1A,2
179,RFCD2A,3
179,RFCD3A,4
179,RFCD4A,4
179,RFCD5A,2
179,FEEDBK,
180,DEM1,Yes
180,DEM2,25-34 years old
180,ATTN,Yes
180,EXP1,Yes
180,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
180,EXP1A_4_TEXT,NA
180,EXP2,No
180,EXP3,Yes
180,OIRA1A,1
180,OIRA1B,The user did not understand the device
180,OIRA1B_4_TEXT,
180,OIRA2A,3
180,OIRA2B,The user was confused by the device's response
180,OIRA2B_4_TEXT,
180,OIRA3A,3
180,OIRA3B,The user was not able to hear the device
180,OIRA3B_4_TEXT,
180,OIRA4A,2
180,OIRA4B,The user was not able to hear the device
180,OIRA4B_4_TEXT,
180,OIRA5A,3
180,OIRA5B,The user did not understand the device
180,OIRA5B_4_TEXT,
180,OIRB1A,4
180,OIRB1B,The user was not able to hear the device
180,OIRB1B_4_TEXT,
180,OIRB2A,3
180,OIRB2B,The user was not able to hear the device
180,OIRB2B_4_TEXT,
180,OIRB3A,4
180,OIRB3B,The user was confused by the device's response
180,OIRB3B_4_TEXT,
180,OIRB4A,3
180,OIRB4B,The user was not able to hear the device
180,OIRB4B_4_TEXT,
180,OIRB5A,2
180,OIRB5B,The user was not able to hear the device
180,OIRB5B_4_TEXT,
180,RFCA1A,4
180,RFCA2A,3
180,RFCA3A,2
180,RFCA4A,4
180,RFCA5A,5
180,RFCB1A,4
180,RFCB2A,3
180,RFCB3A,1
180,RFCB4A,3
180,RFCB5A,3
180,RFCC1A,4
180,RFCC2A,3
180,RFCC3A,4
180,RFCC4A,3
180,RFCC5A,4
180,RFCD1A,4
180,RFCD2A,4
180,RFCD3A,4
180,RFCD4A,4
180,RFCD5A,3
180,FEEDBK,
181,DEM1,Yes
181,DEM2,55-64 years old
181,ATTN,Yes
181,EXP1,Yes
181,EXP1A,Mobile phone
181,EXP1A_4_TEXT,NA
181,EXP2,No
181,EXP3,No
181,OIRA1A,4
181,OIRA1B,Other (if other, please describe):
181,OIRA1B_4_TEXT,not sure
181,OIRA2A,4
181,OIRA2B,The user was not able to hear the device
181,OIRA2B_4_TEXT,
181,OIRA3A,4
181,OIRA3B,The user was confused by the device's response
181,OIRA3B_4_TEXT,
181,OIRA4A,5
181,OIRA4B,The user was not able to hear the device
181,OIRA4B_4_TEXT,
181,OIRA5A,2
181,OIRA5B,The user was confused by the device's response
181,OIRA5B_4_TEXT,
181,OIRB1A,4
181,OIRB1B,The user was confused by the device's response
181,OIRB1B_4_TEXT,
181,OIRB2A,5
181,OIRB2B,The user was not able to hear the device
181,OIRB2B_4_TEXT,
181,OIRB3A,5
181,OIRB3B,The user was not able to hear the device
181,OIRB3B_4_TEXT,
181,OIRB4A,5
181,OIRB4B,The user was confused by the device's response
181,OIRB4B_4_TEXT,
181,OIRB5A,2
181,OIRB5B,The user did not understand the device
181,OIRB5B_4_TEXT,
181,RFCA1A,4
181,RFCA2A,4
181,RFCA3A,5
181,RFCA4A,5
181,RFCA5A,5
181,RFCB1A,2
181,RFCB2A,2
181,RFCB3A,4
181,RFCB4A,1
181,RFCB5A,1
181,RFCC1A,2
181,RFCC2A,5
181,RFCC3A,5
181,RFCC4A,4
181,RFCC5A,5
181,RFCD1A,1
181,RFCD2A,5
181,RFCD3A,5
181,RFCD4A,5
181,RFCD5A,5
181,FEEDBK,A little hard to understand
182,DEM1,Yes
182,DEM2,55-64 years old
182,ATTN,Yes
182,EXP1,No
182,EXP1A,
182,EXP1A_4_TEXT,NA
182,EXP2,No
182,EXP3,No
182,OIRA1A,5
182,OIRA1B,The user did not understand the device
182,OIRA1B_4_TEXT,
182,OIRA2A,5
182,OIRA2B,The user was not able to hear the device
182,OIRA2B_4_TEXT,
182,OIRA3A,4
182,OIRA3B,The user did not understand the device
182,OIRA3B_4_TEXT,
182,OIRA4A,4
182,OIRA4B,The user was confused by the device's response
182,OIRA4B_4_TEXT,
182,OIRA5A,2
182,OIRA5B,The user was confused by the device's response
182,OIRA5B_4_TEXT,
182,OIRB1A,5
182,OIRB1B,The user was not able to hear the device
182,OIRB1B_4_TEXT,
182,OIRB2A,5
182,OIRB2B,The user was not able to hear the device
182,OIRB2B_4_TEXT,
182,OIRB3A,4
182,OIRB3B,The user was confused by the device's response
182,OIRB3B_4_TEXT,
182,OIRB4A,4
182,OIRB4B,The user was confused by the device's response
182,OIRB4B_4_TEXT,
182,OIRB5A,3
182,OIRB5B,The user was not able to hear the device
182,OIRB5B_4_TEXT,
182,RFCA1A,4
182,RFCA2A,3
182,RFCA3A,5
182,RFCA4A,5
182,RFCA5A,5
182,RFCB1A,2
182,RFCB2A,4
182,RFCB3A,4
182,RFCB4A,2
182,RFCB5A,2
182,RFCC1A,2
182,RFCC2A,3
182,RFCC3A,4
182,RFCC4A,4
182,RFCC5A,2
182,RFCD1A,2
182,RFCD2A,3
182,RFCD3A,4
182,RFCD4A,2
182,RFCD5A,2
182,FEEDBK,The human responses in the study didnt seem to make a lot of sense.
183,DEM1,Yes
183,DEM2,45-54 years old
183,ATTN,Yes
183,EXP1,Yes
183,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
183,EXP1A_4_TEXT,NA
183,EXP2,No
183,EXP3,Yes
183,OIRA1A,4
183,OIRA1B,The user was confused by the device's response
183,OIRA1B_4_TEXT,
183,OIRA2A,5
183,OIRA2B,The user did not understand the device
183,OIRA2B_4_TEXT,
183,OIRA3A,5
183,OIRA3B,The user was not able to hear the device
183,OIRA3B_4_TEXT,
183,OIRA4A,5
183,OIRA4B,The user did not understand the device
183,OIRA4B_4_TEXT,
183,OIRA5A,4
183,OIRA5B,The user was confused by the device's response
183,OIRA5B_4_TEXT,
183,OIRB1A,4
183,OIRB1B,The user was not able to hear the device
183,OIRB1B_4_TEXT,
183,OIRB2A,5
183,OIRB2B,The user was not able to hear the device
183,OIRB2B_4_TEXT,
183,OIRB3A,5
183,OIRB3B,The user was confused by the device's response
183,OIRB3B_4_TEXT,
183,OIRB4A,5
183,OIRB4B,The user was not able to hear the device
183,OIRB4B_4_TEXT,
183,OIRB5A,5
183,OIRB5B,The user was not able to hear the device
183,OIRB5B_4_TEXT,
183,RFCA1A,4
183,RFCA2A,3
183,RFCA3A,5
183,RFCA4A,5
183,RFCA5A,5
183,RFCB1A,3
183,RFCB2A,4
183,RFCB3A,3
183,RFCB4A,3
183,RFCB5A,3
183,RFCC1A,2
183,RFCC2A,3
183,RFCC3A,2
183,RFCC4A,3
183,RFCC5A,2
183,RFCD1A,3
183,RFCD2A,3
183,RFCD3A,4
183,RFCD4A,2
183,RFCD5A,3
183,FEEDBK,Thank you!
184,DEM1,Yes
184,DEM2,35-44 years old
184,ATTN,Yes
184,EXP1,Yes
184,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
184,EXP1A_4_TEXT,NA
184,EXP2,No
184,EXP3,Yes
184,OIRA1A,2
184,OIRA1B,The user was not able to hear the device
184,OIRA1B_4_TEXT,
184,OIRA2A,3
184,OIRA2B,The user was not able to hear the device
184,OIRA2B_4_TEXT,
184,OIRA3A,2
184,OIRA3B,The user was confused by the device's response
184,OIRA3B_4_TEXT,
184,OIRA4A,4
184,OIRA4B,The user was not able to hear the device
184,OIRA4B_4_TEXT,
184,OIRA5A,2
184,OIRA5B,The user was confused by the device's response
184,OIRA5B_4_TEXT,
184,OIRB1A,3
184,OIRB1B,The user was not able to hear the device
184,OIRB1B_4_TEXT,
184,OIRB2A,3
184,OIRB2B,The user was confused by the device's response
184,OIRB2B_4_TEXT,
184,OIRB3A,2
184,OIRB3B,The user was confused by the device's response
184,OIRB3B_4_TEXT,
184,OIRB4A,4
184,OIRB4B,The user did not understand the device
184,OIRB4B_4_TEXT,
184,OIRB5A,3
184,OIRB5B,The user was not able to hear the device
184,OIRB5B_4_TEXT,
184,RFCA1A,3
184,RFCA2A,3
184,RFCA3A,4
184,RFCA4A,3
184,RFCA5A,4
184,RFCB1A,2
184,RFCB2A,4
184,RFCB3A,3
184,RFCB4A,1
184,RFCB5A,2
184,RFCC1A,4
184,RFCC2A,4
184,RFCC3A,4
184,RFCC4A,4
184,RFCC5A,4
184,RFCD1A,3
184,RFCD2A,4
184,RFCD3A,2
184,RFCD4A,2
184,RFCD5A,3
184,FEEDBK,
185,DEM1,Yes
185,DEM2,35-44 years old
185,ATTN,Yes
185,EXP1,Yes
185,EXP1A,Mobile phone
185,EXP1A_4_TEXT,NA
185,EXP2,No
185,EXP3,No
185,OIRA1A,5
185,OIRA1B,The user was not able to hear the device
185,OIRA1B_4_TEXT,
185,OIRA2A,2
185,OIRA2B,The user was confused by the device's response
185,OIRA2B_4_TEXT,
185,OIRA3A,2
185,OIRA3B,The user was confused by the device's response
185,OIRA3B_4_TEXT,
185,OIRA4A,2
185,OIRA4B,The user was confused by the device's response
185,OIRA4B_4_TEXT,
185,OIRA5A,2
185,OIRA5B,The user was confused by the device's response
185,OIRA5B_4_TEXT,
185,OIRB1A,5
185,OIRB1B,The user was not able to hear the device
185,OIRB1B_4_TEXT,
185,OIRB2A,2
185,OIRB2B,The user was not able to hear the device
185,OIRB2B_4_TEXT,
185,OIRB3A,2
185,OIRB3B,The user did not understand the device
185,OIRB3B_4_TEXT,
185,OIRB4A,2
185,OIRB4B,The user was confused by the device's response
185,OIRB4B_4_TEXT,
185,OIRB5A,2
185,OIRB5B,The user was confused by the device's response
185,OIRB5B_4_TEXT,
185,RFCA1A,2
185,RFCA2A,5
185,RFCA3A,5
185,RFCA4A,5
185,RFCA5A,5
185,RFCB1A,1
185,RFCB2A,2
185,RFCB3A,2
185,RFCB4A,2
185,RFCB5A,2
185,RFCC1A,2
185,RFCC2A,4
185,RFCC3A,4
185,RFCC4A,4
185,RFCC5A,4
185,RFCD1A,2
185,RFCD2A,4
185,RFCD3A,4
185,RFCD4A,3
185,RFCD5A,3
185,FEEDBK,none
186,DEM1,Yes
186,DEM2,25-34 years old
186,ATTN,Yes
186,EXP1,Yes
186,EXP1A,Mobile phone
186,EXP1A_4_TEXT,NA
186,EXP2,No
186,EXP3,Yes
186,OIRA1A,4
186,OIRA1B,The user was confused by the device's response
186,OIRA1B_4_TEXT,
186,OIRA2A,2
186,OIRA2B,The user was confused by the device's response
186,OIRA2B_4_TEXT,
186,OIRA3A,5
186,OIRA3B,The user was not able to hear the device
186,OIRA3B_4_TEXT,
186,OIRA4A,5
186,OIRA4B,The user was not able to hear the device
186,OIRA4B_4_TEXT,
186,OIRA5A,4
186,OIRA5B,The user was confused by the device's response
186,OIRA5B_4_TEXT,
186,OIRB1A,4
186,OIRB1B,The user was not able to hear the device
186,OIRB1B_4_TEXT,
186,OIRB2A,2
186,OIRB2B,The user was confused by the device's response
